"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","ID"
"1853","Castlevania: Lords of Shadow","PS3","2010","Action","Konami Digital Entertainment",0.5,0.35,0.1,0.15,1.1,85,62,"8",468,"Mercury Steam","M",1192
"1855","Plants vs. Zombies","DS","2011","Strategy","Mastertronic",0.9,0.12,0,0.08,1.1,81,23,"7.4",29,"TOSE","E10+",1193
"1866","Tales of Symphonia","GC","2003","Role-Playing","Nintendo",0.54,0.21,0.31,0.04,1.1,86,60,"8.5",176,"Namco","T",1194
"1867","LEGO City Undercover","WiiU","2013","Platform","Nintendo",0.47,0.42,0.13,0.08,1.1,80,66,"8.2",283,"TT Games","E10+",1195
"1868","Need for Speed: ProStreet","Wii","2007","Racing","Electronic Arts",0.53,0.45,0,0.12,1.1,61,16,"6.9",14,"EA Games","E10+",1196
"1869","GRID","PS3","2008","Racing","Codemasters",0.31,0.56,0.03,0.2,1.1,87,39,"8.1",109,"Codemasters","E",1197
"1870","Medal of Honor: Airborne","X360","2007","Shooter","Electronic Arts",0.45,0.52,0.01,0.12,1.1,73,54,"6.7",77,"Electronic Arts","T",1198
"1871","Star Ocean: The Second Story","PS","1998","Role-Playing","Sony Computer Entertainment",0.26,0.1,0.72,0.02,1.1,80,13,"8.5",44,"Tri-Ace","E",1199
"1873","NCAA Football 14","X360","2013","Sports","Electronic Arts",1.01,0,0,0.08,1.09,77,18,"5.8",74,"EA Tiburon","E",1200
"1874","Yakuza 2","PS2","2006","Adventure","Sega",0.05,0.04,0.84,0.16,1.09,77,34,"8.1",52,"Amusement Vision","M",1201
"1875","Guitar Hero 5","PS3","2009","Misc","Activision",0.53,0.39,0,0.17,1.09,86,54,"5.7",87,"Neversoft Entertainment","T",1202
"1876","Dragon Ball Z: The Legacy of Goku II","GBA","2003","Role-Playing","Atari",0.78,0.29,0,0.02,1.09,75,21,"8.9",39,"Webfoot Technologies","E",1203
"1877","NERF N-Strike","Wii","2008","Shooter","Electronic Arts",0.91,0.09,0,0.09,1.09,66,13,"4.4",7,"EA Redwood Shores, EA Salt Lake","E10+",1204
"1878","NFL 2K1","DC","2000","Sports","Sega",1.02,0.05,0,0.02,1.09,97,22,"6",47,"Visual Concepts","E",1205
"1880","Untold Legends: Brotherhood of the Blade","PSP","2005","Role-Playing","Activision",0.54,0.33,0.01,0.22,1.09,68,51,"7.6",58,"Sony Online Entertainment","T",1206
"1881","Project CARS","PS4","2015","Racing","Slightly Mad Studios",0.2,0.7,0.02,0.16,1.09,83,37,"6.6",363,"Slightly Mad Studios","E",1207
"1882","Madden NFL 2004","XB","2003","Sports","Electronic Arts",1.02,0.02,0,0.05,1.09,92,27,"8.3",48,"EA Tiburon","E",1208
"1883","Sonic and the Black Knight","Wii","2009","Platform","Sega",0.64,0.34,0.01,0.1,1.09,54,51,"6.9",198,"Sonic Team","E10+",1209
"1884","The Godfather","PS2","2006","Action","Electronic Arts",0.89,0.03,0.01,0.15,1.09,75,56,"8.3",99,"Electronic Arts","M",1210
"1885","Sonic Free Riders","X360","2010","Racing","Sega",0.74,0.25,0,0.09,1.09,47,52,"2.1",98,"Sega","E",1211
"1886","Star Wars: Bounty Hunter","PS2","2002","Shooter","LucasArts",0.53,0.42,0,0.14,1.09,65,32,"8.3",33,"LucasArts","T",1212
"1888","WWE SmackDown vs. Raw 2011","PS3","2010","Fighting","THQ",0.44,0.46,0.01,0.18,1.09,74,42,"6.9",41,"Yuke's","T",1213
"1890","NCAA Football 13","X360","2012","Action","Electronic Arts",1.02,0,0,0.07,1.09,76,20,"5.5",65,"EA Tiburon","E",1214
"1891","Skate 2","X360","2009","Sports","Electronic Arts",0.82,0.17,0.01,0.09,1.09,84,70,"8",72,"EA Black Box","T",1215
"1893","NASCAR Thunder 2004","PS2","2003","Racing","Electronic Arts",0.53,0.41,0,0.14,1.08,88,15,"8.9",77,"EA Tiburon","E",1216
"1896","Namco Museum Battle Collection","PSP","2005","Misc","Sony Computer Entertainment",0.75,0.18,0,0.16,1.08,73,28,"7.2",9,"TOSE","E10+",1217
"1898","Empire: Total War","PC","2009","Strategy","Sega",0.01,0.97,0,0.1,1.08,90,62,"6.9",2981,"Creative Assembly","T",1218
"1899","Virtua Fighter 5","PS3","2007","Fighting","Sega",0.29,0.51,0.08,0.2,1.08,85,47,"7.4",67,"Sega AM2","T",1219
"1900","Dante's Inferno","PS3","2010","Action","Electronic Arts",0.64,0.28,0.04,0.13,1.08,75,69,"7.5",265,"Visceral Games","M",1220
"1903","Tom Clancy's Ghost Recon 2","PS2","2004","Shooter","Ubisoft",0.64,0.34,0,0.1,1.08,58,21,"6",19,"Ubisoft Shanghai/Paris","T",1221
"1905","Forza Horizon 3","XOne","2016","Racing","Microsoft Game Studios",0.42,0.58,0,0.08,1.08,91,90,"7.4",594,"Playground Games","E",1222
"1908","Star Wars: The Force Unleashed","PSP","2008","Action","LucasArts",0.43,0.4,0,0.24,1.08,70,10,"8.1",49,"Krome Studios","T",1223
"1909","Dragon Ball Z: Taiketsu","GBA","2003","Fighting","Atari",0.77,0.29,0,0.02,1.08,40,23,"6.1",22,"Webfoot Technologies","T",1224
"1911","Star Fox: Assault","GC","2005","Shooter","Nintendo",0.68,0.18,0.19,0.03,1.08,67,59,"8.1",106,"Namco","T",1225
"1912","Plants vs. Zombies: Garden Warfare","X360","2014","Shooter","Electronic Arts",0.51,0.47,0,0.09,1.08,69,6,"7.3",121,"PopCap","E10+",1226
"1913","The Simpsons Game","PSP","2007","Action","Electronic Arts",0.24,0.54,0,0.3,1.07,59,7,"6.7",15,"Electronic Arts, Rebellion","T",1227
"1915","LEGO Star Wars II: The Original Trilogy","DS","2006","Action","LucasArts",0.96,0.03,0,0.08,1.07,47,9,"5",38,"Amaze Entertainment","E",1228
"1916","Call of Duty 3","PS2","2006","Shooter","Activision",0.89,0.03,0,0.15,1.07,82,14,"7.4",83,"Treyarch","T",1229
"1917","FIFA Soccer 11","Wii","2010","Sports","Electronic Arts",0.26,0.69,0,0.12,1.07,73,17,"7.3",8,"EA Sports","E",1230
"1919","Prince of Persia","PS3","2008","Action","Ubisoft",0.47,0.4,0.03,0.17,1.07,85,59,"7.3",245,"Ubisoft Montreal","T",1231
"1925","Tomb Raider: Underworld","X360","2008","Action","Eidos Interactive",0.53,0.42,0.01,0.11,1.07,76,57,"6.6",198,"Crystal Dynamics","T",1232
"1927","Pro Evolution Soccer 2008","X360","2007","Sports","Konami Digital Entertainment",0.08,0.9,0.04,0.05,1.07,76,29,"7.8",36,"Konami","E",1233
"1928","SoulCalibur III","PS2","2005","Fighting","Namco Bandai Games",0.74,0.15,0.13,0.05,1.07,86,57,"8.4",96,"Namco","T",1234
"1929","Tiger Woods PGA Tour 10","Wii","2009","Sports","Electronic Arts",0.6,0.36,0,0.11,1.07,88,44,"8.8",57,"EA Tiburon","E",1235
"1932","World Tour Soccer","PSP","2005","Sports","Sony Computer Entertainment",0.1,0.63,0,0.34,1.07,70,31,"5.6",5,"SCEE","E",1236
"1933","Naruto: Ultimate Ninja Storm","PS3","2008","Fighting","Namco Bandai Games",0.49,0.34,0.09,0.15,1.07,75,32,"8.6",95,"CyberConnect2","T",1237
"1935","Lightning Returns: Final Fantasy XIII","PS3","2013","Role-Playing","Square Enix",0.31,0.2,0.45,0.11,1.07,66,62,"5.9",552,"Square Enix","T",1238
"1938","Mortal Kombat: Armageddon","PS2","2006","Fighting","Midway Games",0.88,0.04,0,0.14,1.06,75,43,"8.5",84,"Midway","M",1239
"1939","Freekstyle","PS2","2002","Racing","Electronic Arts",0.52,0.41,0,0.14,1.06,81,25,"7.3",14,"Page 44 Studios","E",1240
"1940","Grand Theft Auto: Chinatown Wars","PSP","2009","Action","Take-Two Interactive",0.28,0.49,0.03,0.27,1.06,90,77,"7.3",146,"Rockstar Leeds","M",1241
"1941","Spore Creatures","DS","2008","Simulation","Electronic Arts",0.66,0.3,0,0.1,1.06,65,20,"6.5",21,"Griptonite Games","E",1242
"1942","The Orange Box","PS3","2007","Shooter","Electronic Arts",0.28,0.58,0,0.21,1.06,89,21,"8.4",188,"EA Games","M",1243
"1944","DJ Hero","X360","2009","Misc","Activision",0.56,0.39,0,0.11,1.06,84,72,"8",42,"FreeStyleGames","T",1244
"1945","Bully: Scholarship Edition","X360","2008","Action","Take-Two Interactive",0.53,0.4,0.03,0.11,1.06,80,56,"8.3",154,"Mad Doc Software, Rockstar Vancouver","T",1245
"1946","NBA Street V3","PS2","2005","Sports","Electronic Arts",0.52,0.41,0,0.14,1.06,89,36,"8.7",37,"EA Canada","E",1246
"1948","Hulk","PS2","2003","Action","Universal Interactive",0.52,0.41,0,0.14,1.06,71,28,"8.3",22,"Radical Entertainment","T",1247
"1949","Overwatch","XOne","2016","Shooter","Activision",0.63,0.33,0,0.1,1.06,91,18,"5.6",668,"Blizzard Entertainment","T",1248
"1952","Aliens vs Predator","X360","2010","Shooter","Sega",0.55,0.4,0,0.11,1.06,64,64,"7.3",247,"Rebellion","M",1249
"1953","Skylanders Giants","PS3","2012","Action","Activision",0.36,0.49,0,0.2,1.06,77,21,"6.3",18,"Toys for Bob","E10+",1250
"1954","Diablo II: Lord of Destruction","PC","2001","Role-Playing","Vivendi Games",1.03,0.02,0,0,1.06,87,21,"9.1",639,"Blizzard North","M",1251
"1955","Endless Ocean","Wii","2007","Adventure","Nintendo",0.43,0.46,0.09,0.09,1.06,72,42,"8.1",61,"Arika","E",1252
"1956","Spider-Man 2","GBA","2004","Action","Activision",0.76,0.28,0,0.02,1.06,65,12,"7.7",6,"Digital Eclipse","E",1253
"1957","Seek and Destroy","PS2","2002","Racing","Play It",0.52,0.4,0,0.14,1.06,63,9,"8.8",10,"Barnhouse Effect","T",1254
"1958","Darksiders","X360","2010","Action","THQ",0.67,0.28,0.01,0.1,1.06,83,81,"7.9",292,"Vigil Games","M",1255
"1959","Mercenaries 2: World in Flames","X360","2008","Shooter","Electronic Arts",0.65,0.3,0.01,0.1,1.06,72,69,"7.2",152,"Pandemic Studios","T",1256
"1961","Warhawk","PS3","2007","Simulation","Sony Computer Entertainment",0.49,0.39,0,0.17,1.06,84,50,"8.4",183,"Incognito Inc.","T",1257
"1962","DiRT 3","PS3","2011","Racing","Codemasters",0.27,0.57,0.01,0.2,1.06,87,52,"7.1",122,"Codemasters","T",1258
"1963","Sega Superstars Tennis","Wii","2008","Sports","Sega",0.28,0.65,0,0.13,1.05,71,24,"7",16,"Sumo Digital","E10+",1259
"1964","DiRT","PS3","2007","Racing","Codemasters",0.16,0.66,0,0.23,1.05,83,32,"8",32,"Codemasters","E",1260
"1965","Call of Duty 4: Modern Warfare","DS","2007","Shooter","Activision",0.95,0.01,0.01,0.08,1.05,75,22,"6.9",36,"n-Space","T",1261
"1967","Resident Evil: The Darkside Chronicles","Wii","2009","Action","Capcom",0.46,0.31,0.2,0.09,1.05,75,55,"8",60,"Cavia Inc.","M",1262
"1968","SOCOM: U.S. Navy SEALs Fireteam Bravo 2","PSP","2006","Shooter","Sony Computer Entertainment",0.81,0.11,0,0.13,1.05,81,31,"9",36,"Zipper Interactive","T",1263
"1975","NBA 2K3","PS2","2002","Sports","Sega",0.51,0.4,0,0.13,1.05,89,21,"8",22,"Visual Concepts","E",1264
"1976","LEGO The Lord of the Rings","PS3","2012","Action","Warner Bros. Interactive Entertainment",0.37,0.49,0,0.19,1.05,82,16,"8.3",85,"TT Games","E10+",1265
"1977","The Simpsons: Road Rage","XB","2001","Racing","Electronic Arts",0.78,0.26,0,0.01,1.05,61,17,"8.3",6,"Fox Interactive","T",1266
"1978","Dave Mirra Freestyle BMX","PS","2000","Sports","Acclaim Entertainment",0.91,0.11,0,0.03,1.05,82,14,"8.4",5,"Z-Axis, Ltd.","E",1267
"1979","EA Sports UFC","PS4","2014","Sports","Electronic Arts",0.46,0.41,0.01,0.17,1.05,70,57,"6.1",279,"EA Sports","T",1268
"1980","Forza Motorsport","XB","2005","Racing","Microsoft Game Studios",0.52,0.51,0,0.02,1.05,92,73,"7.6",213,"Microsoft Game Studios","E",1269
"1981","Virtua Tennis 3","PS3","2007","Sports","Sega",0.23,0.58,0.03,0.21,1.05,80,35,"7.9",32,"Sega AM3","E",1270
"1983","MVP Baseball 2003","PS2","2003","Sports","Electronic Arts",0.51,0.4,0,0.13,1.04,81,22,"8.9",17,"EA Sports","E",1271
"1985","Legacy of Kain: Soul Reaver","PS","N/A","Action","Eidos Interactive",0.58,0.4,0,0.07,1.04,91,17,"9",132,"Crystal Dynamics","T",1272
"1986","WWE SmackDown vs. Raw 2010","X360","2009","Fighting","THQ",0.56,0.37,0.01,0.1,1.04,80,59,"8.4",36,"Yuke's","T",1273
"1988","Sleeping Dogs","PS3","2012","Action","Square Enix",0.31,0.49,0.05,0.19,1.04,83,40,"7.7",645,"United Front Games","M",1274
"1991","Naruto: Clash of Ninja 2","GC","2003","Fighting","Nintendo",0.44,0.12,0.45,0.03,1.04,74,22,"8.9",39,"8ing/Raizing","T",1275
"1992","Dance Dance Revolution SuperNOVA","PS2","2006","Simulation","Konami Digital Entertainment",0.87,0.03,0,0.14,1.04,73,25,"8.7",6,"Konami","E10+",1276
"1993","Aliens vs Predator","PS3","2010","Shooter","Sega",0.41,0.46,0,0.18,1.04,65,57,"7.3",168,"Rebellion","M",1277
"1996","F-Zero: Maximum Velocity","GBA","2001","Racing","Nintendo",0.39,0.16,0.37,0.12,1.04,86,19,"8.5",22,"Nd Cube","E",1278
"1997","Sonic the Hedgehog","X360","2006","Platform","Sega",0.44,0.48,0,0.11,1.04,46,38,"4.4",455,"Sega","E10+",1279
"1999","Need for Speed: Most Wanted","XB","2005","Racing","Electronic Arts",0.53,0.46,0,0.05,1.04,83,32,"8.8",29,"EA Canada","T",1280
"2000","The Simpsons Game","X360","2007","Action","Electronic Arts",0.54,0.39,0,0.11,1.03,71,52,"7.7",71,"Electronic Arts, EA Redwood Shores","T",1281
"2001","F1 2012","PS3","2012","Racing","Codemasters",0.12,0.63,0.05,0.23,1.03,81,23,"7.5",54,"Codemasters","E",1282
"2002","Brink","X360","2011","Shooter","Bethesda Softworks",0.59,0.35,0.01,0.09,1.03,68,85,"5.8",404,"Splash Damage","T",1283
"2003","MX vs. ATV Unleashed","PS2","2005","Racing","THQ",0.86,0.03,0,0.14,1.03,79,30,"8.4",17,"Rainbow Studios","E",1284
"2004","WipEout Pure","PSP","2005","Racing","Sony Computer Entertainment",0.47,0.34,0,0.23,1.03,88,56,"7.9",102,"Studio Liverpool","E",1285
"2005","UFC Undisputed 3","PS3","2012","Action","THQ",0.55,0.32,0.03,0.13,1.03,86,30,"7.4",92,"Yuke's","T",1286
"2006","LEGO Pirates of the Caribbean: The Video Game","X360","2011","Action","Disney Interactive Studios",0.54,0.39,0,0.09,1.03,73,54,"7",31,"Traveller's Tales","E10+",1287
"2007","Tom Clancy's Ghost Recon Advanced Warfighter 2","PS3","2007","Shooter","Ubisoft",0.34,0.48,0.02,0.19,1.03,84,29,"8.1",41,"Red Storm Entertainment, Ubisoft Paris","T",1288
"2008","Super Princess Peach","DS","2005","Platform","Nintendo",0.7,0.05,0.21,0.07,1.03,75,48,"7.6",33,"TOSE","E",1289
"2009","Guinness World Records: The Videogame","Wii","2008","Action","Warner Bros. Interactive Entertainment",0.46,0.47,0,0.11,1.03,67,12,"7",8,"TT Fusion","E10+",1290
"2010","NCAA March Madness 2004","PS2","2003","Sports","Electronic Arts",0.5,0.39,0,0.13,1.03,82,16,"8.8",12,"NuFX","E",1291
"2013","The Legend of Zelda: Twilight Princess HD","WiiU","2016","Action","Nintendo",0.56,0.3,0.08,0.09,1.03,86,74,"8.4",329,"Tantalus Interactive, Tantatus, Nintendo","T",1292
"2014","LEGO Indiana Jones: The Original Adventures","PS3","2008","Action","Activision",0.44,0.42,0,0.17,1.03,77,36,"7.7",30,"Traveller's Tales","E10+",1293
"2015","Tomb Raider","PC","1996","Action","Eidos Interactive",0.96,0.07,0,0,1.03,86,18,"8.5",3552,"Crystal Dynamics, Nixxes Software","M",1294
"2016","Street Fighter Alpha 3","PS","1998","Fighting","Virgin Interactive",0.38,0.12,0.51,0.02,1.03,93,12,"8.5",46,"Capcom","T",1295
"2017","MySims Agents","Wii","2009","Adventure","Electronic Arts",0.61,0.32,0,0.1,1.03,78,28,"8.6",28,"Electronic Arts","E",1296
"2019","MotorStorm: Arctic Edge","PSP","2009","Racing","Sony Computer Entertainment",0.16,0.57,0,0.29,1.02,79,58,"8.8",39,"Bigbig Studios","T",1297
"2020","FIFA Soccer 08","Wii","2007","Sports","Electronic Arts",0.32,0.59,0.01,0.11,1.02,65,13,"6.1",26,"EA Canada","E",1298
"2022","Tiger Woods PGA Tour 08","Wii","2007","Sports","Electronic Arts",0.93,0.01,0,0.08,1.02,72,24,"7",22,"EA Salt Lake","E",1299
"2023","Dragon Ball Z: Budokai Tenkaichi 3","Wii","2007","Fighting","Atari",0.32,0.36,0.26,0.09,1.02,72,27,"8.4",61,"Spike, Namco Bandai Games","T",1300
"2024","Shrek 2","GC","2004","Platform","Activision",0.73,0.26,0.01,0.03,1.02,70,25,"6.4",14,"Luxoflux, Inc.","E",1301
"2025","NBA 2K17","XOne","2016","Sports","Take-Two Interactive",0.86,0.06,0,0.11,1.02,90,17,"6.2",91,"Visual Concepts","E",1302
"2026","Tom Clancy's Ghost Recon Advanced Warfighter 2","X360","2007","Shooter","Ubisoft",0.87,0.05,0.02,0.08,1.02,86,58,"8.1",89,"Red Storm Entertainment, Ubisoft Paris","T",1303
"2027","Sonic Unleashed","PS3","2008","Platform","Sega",0.56,0.32,0.01,0.14,1.02,54,24,"7.9",130,"Sonic Team","E10+",1304
"2030","Disney Universe","Wii","2011","Action","Disney Interactive Studios",0.64,0.28,0,0.1,1.02,61,11,"6",5,"Eurocom Entertainment Software","E10+",1305
"2031","Dance on Broadway","Wii","2010","Misc","Ubisoft",0.25,0.65,0,0.12,1.02,48,6,"3.3",4,"Longtail Studios","E10+",1306
"2032","LEGO Indiana Jones 2: The Adventure Continues","X360","2009","Action","Activision",0.62,0.31,0,0.09,1.02,71,41,"7.4",25,"Traveller's Tales","E10+",1307
"2034","Bulletstorm","X360","2011","Shooter","Electronic Arts",0.61,0.32,0.01,0.08,1.02,84,83,"7.6",439,"Epic Games, People Can Fly","M",1308
"2035","Skylanders SWAP Force","PS3","2013","Platform","Activision",0.43,0.42,0,0.17,1.02,83,31,"5.3",33,"Vicarious Visions","E10+",1309
"2036","Madden NFL 07","XB","2006","Sports","Electronic Arts",0.97,0.03,0,0.03,1.02,83,27,"8.7",6,"EA Tiburon","E",1310
"2037","Sonic Generations","3DS","2011","Platform","Sega",0.44,0.47,0.01,0.09,1.02,66,29,"6.9",108,"Sega, Dimps Corporation","E",1311
"2038","Rock Band 2","Wii","2008","Misc","MTV Games",0.93,0.01,0,0.08,1.02,92,10,"7.7",45,"Harmonix Music Systems","T",1312
"2039","Harry Potter and the Prisoner of Azkaban","PS2","2004","Action","Electronic Arts",0.5,0.39,0,0.13,1.02,70,29,"8.7",29,"EA Games","E",1313
"2040","Pokemon Conquest","DS","2012","Role-Playing","Nintendo",0.56,0.05,0.37,0.04,1.02,80,40,"8.2",89,"Koei","E",1314
"2041","Wall-E","Wii","2008","Platform","THQ",0.51,0.4,0,0.11,1.01,51,18,"3.6",8,"Heavy Iron Studios","E",1315
"2043","Naruto: Clash of Ninja Revolution","Wii","2007","Fighting","Tomy Corporation",0.44,0.46,0,0.11,1.01,74,23,"8",27,"8ing/Raizing","T",1316
"2045","Ace Combat 6: Fires of Liberation","X360","2007","Simulation","Atari",0.69,0.04,0.22,0.06,1.01,80,54,"7.9",101,"Project Aces","T",1317
"2046","The Simpsons Game","Wii","2007","Action","Electronic Arts",0.45,0.46,0,0.11,1.01,64,19,"6.1",38,"Electronic Arts, Rebellion","T",1318
"2050","Ninja Gaiden II","X360","2008","Action","Tecmo Koei",0.65,0.22,0.05,0.1,1.01,81,74,"8",302,"Team Ninja, Tecmo","M",1319
"2051","Assassin's Creed: Rogue","X360","2014","Action","Ubisoft",0.58,0.34,0,0.09,1.01,72,32,"7.3",318,"Ubisoft","M",1320
"2052","Rayman Legends","PS4","2014","Platform","Ubisoft",0.22,0.64,0,0.16,1.01,90,16,"8.5",525,"Ubisoft Montpellier","E10+",1321
"2054","Prince of Persia","X360","2008","Action","Ubisoft",0.54,0.34,0.02,0.1,1.01,81,73,"7",189,"Ubisoft Montreal","T",1322
"2055","Monster Rancher","PS","1997","Simulation","Tecmo Koei",0.12,0.08,0.74,0.07,1.01,86,5,"8.3",10,"Tecmo","",1323
"2056","ZombiU","WiiU","2012","Action","Ubisoft",0.52,0.36,0.05,0.08,1.01,77,70,"7.7",758,"Ubisoft Montpellier","M",1324
"2057","Pokken Tournament","WiiU","2016","Fighting","Namco Bandai Games",0.5,0.26,0.17,0.08,1.01,76,74,"8",273,"Bandai Namco Games","E10+",1325
"2058","Ford Racing 2","PS2","2003","Racing","Empire Interactive",0.49,0.38,0,0.13,1,51,5,"8",8,"Razorworks Studios","E",1326
"2060","NERF N-Strike Elite","Wii","2009","Shooter","Electronic Arts",0.93,0,0,0.07,1,67,12,"4.5",6,"EA Salt Lake","E10+",1327
"2061","God of War: Ghost of Sparta","PSP","2010","Action","Sony Computer Entertainment",0.41,0.35,0.03,0.21,1,86,73,"8.4",255,"Ready at Dawn","M",1328
"2068","SoulCalibur II","XB","2003","Fighting","Namco Bandai Games",0.78,0.18,0.03,0,1,92,39,"8.9",54,"Namco","T",1329
"2074","Dynasty Warriors 3: Xtreme Legends","PS2","2002","Action","Tecmo Koei",0.13,0.1,0.74,0.03,1,72,16,"9.3",54,"Omega Force","T",1330
"2075","Rayman Origins","PS3","2011","Platform","Ubisoft",0.33,0.49,0.01,0.17,1,87,43,"8.4",238,"UBlart Montpellier","E10+",1331
"2077","NFL Fever 2002","XB","2000","Sports","Microsoft Game Studios",0.74,0.21,0,0.04,0.99,79,24,"8.5",10,"Microsoft Game Studios","E",1332
"2078","Just Dance 2014","X360","2013","Misc","Ubisoft",0.72,0.17,0,0.1,0.99,79,16,"7.8",33,"Ubisoft","E10+",1333
"2079","NCAA Football 12","X360","2011","Sports","Electronic Arts",0.94,0,0,0.06,0.99,82,25,"6.6",49,"EA Sports","E",1334
"2081","UFC Undisputed 3","X360","2012","Action","THQ",0.72,0.2,0,0.08,0.99,85,60,"7.6",88,"Yuke's","T",1335
"2082","Kirby: Mass Attack","DS","2011","Platform","Nintendo",0.48,0.06,0.41,0.05,0.99,83,46,"8.6",55,"HAL Labs","E",1336
"2083","Haze","PS3","2008","Shooter","Ubisoft",0.49,0.33,0.02,0.15,0.99,55,65,"6.5",294,"Free Radical Design","M",1337
"2084","Oddworld: Abe's Exoddus","PS","1998","Platform","GT Interactive",0.55,0.38,0,0.06,0.99,88,13,"9.1",69,"Oddworld Inhabitants","T",1338
"2085","The Bouncer","PS2","2000","Action","Sony Computer Entertainment",0.3,0.23,0.38,0.08,0.99,66,20,"8",35,"DreamFactory","T",1339
"2086","DiRT 2","PS3","2009","Racing","Codemasters",0.27,0.52,0,0.19,0.99,87,63,"8.2",94,"Codemasters","T",1340
"2087","Guitar Hero: Aerosmith","PS3","2008","Misc","Activision",0.73,0.15,0,0.11,0.99,70,39,"5",26,"Neversoft Entertainment","T",1341
"2088","Shadow The Hedgehog","GC","2005","Platform","Sega",0.76,0.2,0,0.03,0.99,51,22,"6.6",120,"Sonic Team","E10+",1342
"2089","EyePet","PS3","2009","Simulation","Sony Computer Entertainment",0.35,0.52,0.04,0.08,0.99,70,35,"8.2",20,"SCEE London Studio","E",1343
"2090","Apollo Justice: Ace Attorney","DS","2007","Adventure","Capcom",0.28,0.04,0.64,0.03,0.99,78,48,"8.1",84,"Capcom","T",1344
"2091","Ace Combat X: Skies of Deception","PSP","2006","Simulation","Namco Bandai Games",0.37,0.3,0.12,0.19,0.99,75,26,"8.3",30,"Project Aces","T",1345
"2092","Dark Souls","X360","2011","Role-Playing","Namco Bandai Games",0.64,0.27,0,0.09,0.99,89,66,"8.4",1106,"From Software","M",1346
"2095","Midnight Club: LA Remix","PSP","2008","Racing","Take-Two Interactive",0.52,0.27,0,0.19,0.98,79,26,"8.7",43,"Rockstar London","T",1347
"2096","Pro Evolution Soccer 2008","PSP","2008","Sports","Konami Digital Entertainment",0.02,0.53,0.19,0.25,0.98,80,17,"6.8",11,"Konami","E",1348
"2099","FIFA Soccer 10","Wii","2009","Sports","Electronic Arts",0.23,0.64,0,0.11,0.98,75,21,"6.2",17,"EA Sports","E",1349
"2100","Tales of Graces f","PS3","2010","Role-Playing","Namco Bandai Games",0.28,0.18,0.45,0.07,0.98,77,55,"8.2",336,"Namco Bandai Games","T",1350
