"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","ID"
"6870","Valhalla Knights","PSP","2006","Role-Playing","Rising Star Games",0.15,0,0.07,0.01,0.24,53,29,"6.3",15,"K2 LLC","E10+",3871
"6876","The Adventures of Tintin: The Game","X360","2011","Action","Ubisoft",0.07,0.13,0,0.03,0.24,63,35,"6.1",12,"Ubisoft Montpellier","E10+",3872
"6879","Etrian Mystery Dungeon","3DS","2015","Role-Playing","Nippon Ichi Software",0.09,0.01,0.13,0.01,0.24,77,44,"7.9",49,"Spike Chunsoft","E10+",3873
"6880","Zumba Fitness: World Party","XOne","2013","Misc","Majesco Entertainment",0.17,0.05,0,0.02,0.24,73,5,"6.2",40,"Zoe Mode","E",3874
"6881","Luminous Arc","DS","2007","Role-Playing","Rising Star Games",0.16,0,0.06,0.01,0.24,70,25,"7",24,"Image Epoch, Imageepoch","T",3875
"6883","4x4 EVO 2","XB","2001","Racing","Gathering of Developers",0.18,0.05,0,0.01,0.24,59,15,"6.2",5,"Terminal Reality","E",3876
"6887","Grand Theft Auto","GBA","2004","Action","Take-Two Interactive",0.17,0.06,0,0,0.24,68,33,"7.1",23,"Digital Eclipse","M",3877
"6888","Avalon Code","DS","2008","Role-Playing","Rising Star Games",0.11,0,0.12,0.01,0.24,71,29,"7.4",13,"Matrix Software, Marvelous Entertainment","E10+",3878
"6891","Dreamcast Collection","X360","2011","Misc","Sega",0.16,0.06,0,0.02,0.24,53,31,"5.2",10,"Sega","T",3879
"6892","Resident Evil Archives: Resident Evil Zero","Wii","2008","Action","Capcom",0.13,0.03,0.06,0.01,0.24,62,17,"8.2",37,"Capcom","M",3880
"6893","Rocket League","XOne","2016","Sports","505 Games",0.05,0.17,0,0.02,0.24,87,22,"8.3",194,"Psyonix","E",3881
"6894","My Street","PS2","2003","Misc","Sony Computer Entertainment",0.12,0.09,0,0.03,0.24,46,21,"3.9",14,"Idol Minds","E",3882
"6895","Spider-Man: Shattered Dimensions","Wii","2010","Action","Activision",0.12,0.09,0,0.02,0.24,75,13,"7.7",15,"Beenox","T",3883
"6897","Ghost Rider","PSP","2007","Action","Take-Two Interactive",0.22,0,0,0.02,0.24,49,17,"5.7",13,"Climax Group","T",3884
"6898","Shadow Hearts: Covenant","PS2","2004","Role-Playing","Midway Games",0.12,0.09,0,0.03,0.24,85,49,"9.1",54,"Nautilus","T",3885
"6899","X-Men: Destiny","PS3","2011","Action","Activision",0.14,0.07,0,0.03,0.24,50,33,"4.8",37,"Silicon Knights","T",3886
"6900","Driver '76","PSP","2007","Racing","Ubisoft",0.03,0.14,0,0.07,0.24,57,28,"7.9",18,"Sumo Digital","M",3887
"6902","Harry Potter and the Order of the Phoenix","PS3","2007","Action","Electronic Arts",0.18,0.03,0,0.03,0.24,67,35,"6.6",25,"EA Games","E10+",3888
"6903","Midway Arcade Treasures: Extended Play","PSP","2005","Misc","Midway Games",0.21,0,0,0.02,0.24,63,24,"7.8",8,"Digital Eclipse","M",3889
"6910","Dynasty Warriors 6 Empires","X360","2009","Action","Tecmo Koei",0.16,0.01,0.04,0.02,0.24,59,24,"7.3",28,"Omega Force","T",3890
"6911","The Testament of Sherlock Holmes","PS3","2012","Adventure","Focus Home Interactive",0.05,0.14,0,0.04,0.24,65,16,"7.4",34,"Frogwares","M",3891
"6912","FIFA World Cup Germany 2006","XB","2006","Sports","Electronic Arts",0.18,0.05,0,0.01,0.24,77,22,"8.4",9,"EA Canada","E",3892
"6913","NBA Live 14","PS4","2013","Sports","Electronic Arts",0.15,0.05,0,0.04,0.24,43,25,"2.7",175,"EA Sports","E",3893
"6914","G.I. Joe: The Rise of Cobra","X360","2009","Action","Electronic Arts",0.17,0.05,0,0.02,0.24,42,59,"4.7",22,"Double Helix Games","T",3894
"6916","Game of Thrones","PS3","2012","Role-Playing","Focus Home Interactive",0.1,0.1,0,0.03,0.24,53,14,"5.5",81,"Cyanide, Cyanide Studios","M",3895
"6918","LEGO Marvel's Avengers","WiiU","2016","Action","Warner Bros. Interactive Entertainment",0.12,0.1,0,0.02,0.24,69,4,"6.8",15,"TT Games","E10+",3896
"6919","PDC World Championship Darts 2008","Wii","2008","Sports","Oxygen Interactive",0.02,0.21,0,0.01,0.24,51,18,"5.4",7,"Oxygen Interactive","E10+",3897
"6920","X-Men: Destiny","X360","2011","Action","Activision",0.18,0.04,0,0.02,0.24,47,51,"5",72,"Silicon Knights","T",3898
"6926","Pro Evolution Soccer 2014","X360","2013","Action","Konami Digital Entertainment",0.07,0.15,0,0.02,0.24,80,23,"4.3",113,"Konami","E",3899
"6931","Pure Futbol","PS3","2010","Sports","Ubisoft",0.06,0.13,0,0.04,0.24,46,12,"7.5",30,"Ubisoft Vancouver","E",3900
"6935","Afro Samurai","X360","2009","Action","Atari",0.16,0.05,0,0.02,0.24,65,70,"6.2",57,"Namco Bandai Games America, Namco Bandai Games","M",3901
"6936","Ar tonelico Qoga: Knell of Ar Ciel","PS3","2010","Role-Playing","Tecmo Koei",0.08,0.01,0.13,0.01,0.24,61,27,"5.4",101,"Gust","M",3902
"6937","NASCAR 08","PS2","2007","Racing","Electronic Arts",0.12,0.09,0,0.03,0.24,56,9,"8.2",9,"EA Tiburon","E",3903
"6938","Broken Sword: Shadow of the Templars - The Director's Cut","Wii","2009","Adventure","Ubisoft",0.11,0.1,0,0.02,0.24,74,29,"8.1",14,"Revolution Software","T",3904
"6939","Divinity II: Ego Draconis","X360","2009","Role-Playing","DTP Entertainment",0.18,0.04,0,0.02,0.24,62,37,"6.4",36,"Larian Studios","M",3905
"6940","Birds of Steel","PS3","2012","Simulation","Konami Digital Entertainment",0.1,0.08,0.02,0.03,0.23,73,27,"8.4",18,"Gaijin Entertainment","T",3906
"6941","DC Universe Online","PC","2011","Role-Playing","Sony Online Entertainment",0.16,0.06,0,0.02,0.23,72,27,"6.8",243,"WBIE","T",3907
"6942","Bakugan: Battle Brawlers","PS3","2009","Action","Activision",0.19,0.03,0,0.02,0.23,63,10,"8.2",5,"Now Production","E",3908
"6943","Naruto: Path of the Ninja 2","DS","2006","Role-Playing","Takara Tomy",0.22,0,0,0.02,0.23,62,18,"7.5",6,"TOSE","E10+",3909
"6944","Karaoke Revolution Volume 2","PS2","2004","Misc","Konami Digital Entertainment",0.11,0.09,0,0.03,0.23,76,26,"7",4,"Harmonix Music Systems","E",3910
"6949","Prince of Persia: The Forgotten Sands","Wii","2010","Action","Ubisoft",0.1,0.11,0,0.02,0.23,77,24,"8.1",31,"Ubisoft Quebec","T",3911
"6950","Disney's A Christmas Carol","DS","2009","Adventure","Disney Interactive Studios",0.21,0.01,0,0.02,0.23,66,7,"6.5",4,"Sumo Digital","E",3912
"6957","NBA Live 15","PS4","2014","Sports","Electronic Arts",0.16,0.04,0,0.04,0.23,59,24,"5.6",86,"EA Sports","E",3913
"6958","NASCAR Thunder 2004","XB","2003","Racing","Electronic Arts",0.18,0.05,0,0.01,0.23,85,14,"9.1",15,"EA Games","E",3914
"6959","Buffy the Vampire Slayer","XB","2002","Action","Electronic Arts",0.18,0.05,0,0.01,0.23,79,30,"9.1",31,"Double Helix Games","T",3915
"6961","Harry Potter and the Goblet of Fire","XB","2005","Action","Electronic Arts",0.18,0.05,0,0.01,0.23,68,26,"5.8",10,"Electronic Arts","E10+",3916
"6963","Sands of Destruction","DS","2008","Role-Playing","Sega",0.09,0,0.13,0.01,0.23,63,20,"7.9",18,"Image Epoch, Imageepoch","T",3917
"6964","Harry Potter and the Goblet of Fire","DS","2005","Action","Electronic Arts",0.2,0.01,0,0.02,0.23,68,15,"6",6,"Magic Pockets","E",3918
"6965","Viva Pinata: Party Animals","X360","2007","Misc","Microsoft Game Studios",0.19,0.02,0,0.02,0.23,56,42,"6.2",18,"Krome Studios","E",3919
"6971","World Series Baseball","XB","2002","Sports","Sega",0.17,0.05,0,0.01,0.23,85,20,"8.8",6,"Blueshift","E",3920
"6972","Test Drive: Eve of Destruction","PS2","2004","Racing","Atari",0.11,0.09,0,0.03,0.23,73,34,"9.1",23,"Monster Games Inc.","T",3921
"6974","Dynasty Warriors: Gundam Reborn","PS3","2013","Action","Tecmo Koei",0,0,0.23,0,0.23,64,35,"7.5",25,"Omega Force","T",3922
"6975","Hatsune Miku: Project Diva f","PSV","2012","Misc","Sega",0,0,0.23,0,0.23,81,10,"8",90,"Sega","T",3923
"6976","The Legend of Heroes: Trails of Cold Steel","PSV","2013","Role-Playing","Nippon Ichi Software",0.05,0.02,0.14,0.02,0.23,77,20,"7.5",132,"Falcom","T",3924
"6977","Jeremy McGrath Supercross World","PS2","2001","Racing","Acclaim Entertainment",0.11,0.09,0,0.03,0.23,35,9,"3.4",16,"Acclaim","T",3925
"6978","The Scorpion King: Rise of the Akkadian","PS2","2002","Action","Universal Interactive",0.11,0.09,0,0.03,0.23,47,12,"7.2",6,"VU Games","T",3926
"6982","The Club","PS3","2008","Shooter","Sega",0.14,0.07,0,0.03,0.23,72,42,"6.5",15,"Bizarre Creations","M",3927
"6984","Meteos","DS","2005","Puzzle","Nintendo",0.15,0.01,0.06,0.01,0.23,88,49,"7.5",164,"Q Entertainment","E",3928
"6986","Star Wars Jedi Knight II: Jedi Outcast","GC","2002","Shooter","Activision",0.18,0.05,0,0.01,0.23,75,17,"7.8",19,"Vicarious Visions","T",3929
"6987","Tom Clancy's Splinter Cell","GC","2003","Action","Ubisoft",0.18,0.05,0,0.01,0.23,89,19,"8.7",25,"Ubisoft Shanghai","T",3930
"6988","Virtua Tennis 4","X360","2011","Sports","Sega",0.11,0.09,0.01,0.02,0.23,70,37,"6.2",12,"Sega","E",3931
"6989","ESPN NHL Hockey","PS2","2003","Sports","Sega",0.11,0.09,0,0.03,0.23,90,19,"7",22,"Kush Games","E",3932
"6991","DiRT Showdown","X360","2012","Racing","Codemasters",0.08,0.13,0,0.02,0.23,75,53,"6.4",53,"Codemasters","E10+",3933
"6992","The Incredible Hulk: Ultimate Destruction","XB","2005","Action","Vivendi Games",0.17,0.05,0,0.01,0.23,84,47,"8",22,"Radical Entertainment","T",3934
"6995","Gundam Battle Assault","PS","1998","Fighting","Namco Bandai Games",0.13,0.09,0,0.02,0.23,61,4,"7.8",4,"Natsume","T",3935
"6997","XCOM 2","PC","2016","Strategy","Take-Two Interactive",0.09,0.12,0,0.02,0.23,88,104,"7.1",1221,"Firaxis Games","T",3936
"7001","Tony Hawk's Downhill Jam","Wii","N/A","Sports","Activision",0.21,0,0,0.02,0.23,69,42,"6.2",13,"Toys for Bob","E10+",3937
"7003","Cross Edge","PS3","2008","Role-Playing","Nippon Ichi Software",0.14,0.02,0.05,0.02,0.23,52,32,"7.2",82,"Compile Heart","T",3938
"7005","The Lord of the Rings: Aragorn's Quest","Wii","2010","Action","Warner Bros. Interactive Entertainment",0.17,0.05,0,0.02,0.23,58,21,"7.8",5,"Headstrong Games","T",3939
"7010","Tribes: Aerial Assault","PS2","N/A","Shooter","Unknown",0.11,0.09,0,0.03,0.23,73,23,"8.8",47,"Midway Studios - Austin","T",3940
"7013","Looney Tunes: Acme Arsenal","Wii","2007","Action","Warner Bros. Interactive Entertainment",0.21,0.01,0,0.02,0.23,27,7,"5.1",14,"Red Tribe","E10+",3941
"7018","Madagascar: Escape 2 Africa","PS3","2008","Action","Activision",0.12,0.08,0,0.03,0.23,58,13,"6.8",4,"Toys for Bob","E10+",3942
"7022","NBA 2K6","X360","2005","Action","Take-Two Interactive",0.21,0.01,0,0.02,0.23,81,33,"8.6",31,"Visual Concepts","E",3943
"7023","NASCAR 08","PS3","2007","Racing","Electronic Arts",0.15,0.05,0,0.03,0.23,57,21,"5",14,"EA Tiburon","E",3944
"7027","Mafia","XB","2004","Action","Take-Two Interactive",0.17,0.05,0,0.01,0.23,66,33,"7.7",22,"Illusion Softworks","M",3945
"7028","Grand Slam Tennis 2","PS3","2012","Sports","Electronic Arts",0.09,0.1,0,0.04,0.23,73,36,"5.2",17,"EA Sports","E",3946
"7029","Dynasty Warriors: Strikeforce","X360","2009","Action","Tecmo Koei",0.13,0.06,0.02,0.02,0.23,59,18,"5.7",12,"Omega Force","T",3947
"7030","Airblade","PS2","2001","Sports","Sony Computer Entertainment",0.11,0.09,0,0.03,0.23,70,18,"5.8",12,"Criterion Games","T",3948
"7033","Epic Mickey 2: The Power of Two","WiiU","2012","Action","Disney Interactive Studios",0.13,0.07,0.01,0.02,0.23,57,14,"5.6",46,"Junction Point","E",3949
"7039","Carnival Island","PS3","2011","Misc","Sony Computer Entertainment",0.13,0.06,0,0.04,0.23,66,25,"5.2",5,"Magic Pixel Games","E",3950
"7040","Tom Clancy's Rainbow Six: Siege","PC","2015","Shooter","Ubisoft",0.13,0.08,0,0.02,0.23,79,37,"6.9",734,"Ubisoft Montreal","M",3951
"7043","Genji: Dawn of the Samurai","PS2","2005","Action","Sony Computer Entertainment",0.11,0.09,0,0.03,0.23,74,49,"8.3",19,"Game Republic","M",3952
"7049","The Italian Job","PS2","2003","Racing","Eidos Interactive",0.11,0.09,0,0.03,0.23,55,18,"6.3",4,"Climax Group","T",3953
"7051","TrackMania: Build to Race","Wii","2010","Racing","Focus Home Interactive",0.09,0.11,0,0.02,0.23,74,17,"6.8",5,"Firebrand Games","E",3954
"7052","Ultimate Band","Wii","2008","Misc","Disney Interactive Studios",0.18,0.03,0,0.02,0.23,59,17,"5.5",4,"Disney Interactive Studios","E10+",3955
"7054","Freedom Fighters","XB","2003","Shooter","Electronic Arts",0.17,0.05,0,0.01,0.23,82,23,"8.2",23,"Io Interactive","T",3956
"7057","Soldier of Fortune II: Double Helix","XB","2003","Shooter","Activision",0.17,0.05,0,0.01,0.23,61,26,"6.5",13,"Gratuitous Games","M",3957
"7060","Lunar Knights","DS","2006","Role-Playing","Konami Digital Entertainment",0.17,0.01,0.04,0.01,0.23,82,39,"7.8",25,"Kojima Productions","E10+",3958
"7063","Final Fantasy XI: Treasures of Aht Urhgan","PS2","2006","Role-Playing","Square Enix",0.06,0.05,0.1,0.02,0.23,87,4,"7.1",13,"Square Enix","T",3959
"7064","WWE All Stars","3DS","2011","Fighting","THQ",0.15,0.06,0,0.02,0.23,71,12,"7.4",7,"THQ","T",3960
"7065","Alundra","PS","1997","Role-Playing","Psygnosis",0.13,0.09,0,0.01,0.23,86,9,"9",41,"Matrix Software","T",3961
"7067","Mortal Kombat: Armageddon","Wii","2007","Fighting","Midway Games",0.19,0.02,0,0.02,0.23,71,29,"8.4",33,"JGI Entertainment","M",3962
"7068","Madden NFL 13","WiiU","2012","Sports","Electronic Arts",0.21,0,0,0.02,0.23,75,9,"6.7",30,"EA Tiburon","E",3963
"7073","Transformers: Devastation","PS4","2015","Action","Activision",0.1,0.09,0,0.04,0.23,77,50,"7.5",160,"PlatinumGames","T",3964
"7076","BlowOut","PS2","2003","Shooter","Zoo Digital Publishing",0.11,0.09,0,0.03,0.23,58,12,"6.2",5,"Terminal Reality","T",3965
"7077","NFL Blitz Pro","PS2","2003","Sports","Midway Games",0.11,0.09,0,0.03,0.23,73,20,"8.5",14,"Midway","E",3966
"7078","Tiger Woods PGA Tour 2003","GC","2002","Sports","Electronic Arts",0.18,0.05,0,0.01,0.23,90,10,"8",5,"EA Sports","E",3967
"7082","Pinball Hall of Fame: The Gottlieb Collection","PSP","2005","Misc","Play It",0.2,0.01,0,0.02,0.23,73,27,"8.1",13,"Farsight Studios","E",3968
"7084","Disgaea: Afternoon of Darkness","PSP","2006","Role-Playing","Tecmo Koei",0.15,0.01,0.04,0.02,0.23,87,37,"8.2",69,"Nippon Ichi Software","T",3969
"7086","Toukiden Kiwami","PSV","2014","Action","Tecmo Koei",0.02,0.02,0.17,0.01,0.23,82,5,"8.6",42,"Omega Force, Koei Tecmo Games","T",3970
"7090","SSX On Tour","PSP","2005","Sports","Electronic Arts",0.19,0.02,0,0.02,0.23,79,23,"8.1",44,"EA Montreal","E",3971
"7093","Rune Factory: Tides of Destiny","PS3","2011","Role-Playing","Marvelous Interactive",0.14,0,0.07,0.02,0.23,55,12,"7.9",44,"Neverland","E10+",3972
"7094","Ys Seven","PSP","2009","Role-Playing","Falcom Corporation",0.14,0,0.08,0.02,0.23,79,27,"8.5",65,"Falcom","T",3973
"7097","Lumines: Electronic Symphony","PSV","2012","Misc","Ubisoft",0.09,0.09,0.01,0.04,0.23,83,65,"7.8",85,"Q Entertainment","E",3974
"7098","Tony Hawk's Proving Ground","DS","2007","Sports","Activision",0.2,0.01,0,0.02,0.23,79,21,"6.7",6,"Vicarious Visions","E10+",3975
"7099","The Polar Express","PS2","2004","Adventure","THQ",0.11,0.09,0,0.03,0.23,39,10,"4.3",6,"Blue Tongue","E",3976
"7101","AC/DC LIVE: Rock Band Track Pack","X360","2008","Misc","MTV Games",0.21,0,0,0.02,0.23,63,16,"4.9",10,"Harmonix Music Systems","T",3977
"7103","Valhalla Knights 2","PSP","2008","Role-Playing","Rising Star Games",0.09,0,0.12,0.01,0.23,50,13,"5.4",13,"K2","E10+",3978
"7106","Spec Ops: The Line","PC","2012","Shooter","Take-Two Interactive",0.11,0.09,0,0.02,0.23,76,16,"8.2",1237,"Yager","M",3979
"7107","Saint Seiya: Sanctuary Battle","PS3","2011","Action","Namco Bandai Games",0,0.09,0.11,0.02,0.23,62,14,"7.3",34,"Dimps Corporation","",3980
"7108","NBA ShootOut 2003","PS2","2002","Sports","Sony Computer Entertainment",0.11,0.09,0,0.03,0.23,62,22,"5.9",8,"SCEA","E",3981
"7114","Need For Speed: Undercover","DS","2008","Racing","Electronic Arts",0.18,0.03,0,0.02,0.23,59,7,"6.7",6,"Firebrand Games","E10+",3982
"7116","Rogue Ops","PS2","2003","Action","Kemco",0.11,0.09,0,0.03,0.23,61,26,"9.2",6,"Bits Studios","M",3983
"7119","Killer is Dead","PS3","2013","Action","Deep Silver",0.12,0.03,0.05,0.03,0.23,64,39,"7.9",215,"Grasshopper Manufacture","M",3984
"7120","F1 2014","X360","2014","Racing","Codemasters",0.08,0.13,0,0.02,0.23,64,14,"4.1",20,"Codemasters Birmingham","E",3985
"7122","Legion: The Legend of Excalibur","PS2","2002","Action","Midway Games",0.11,0.09,0,0.03,0.22,51,21,"7",6,"7 Studios","M",3986
"7129","Spartan: Total Warrior","PS2","2005","Action","Sega",0.11,0.09,0,0.03,0.22,74,33,"8.4",65,"Creative Assembly","M",3987
"7141","Justice League Heroes","PSP","2006","Role-Playing","Eidos Interactive",0.2,0.01,0,0.02,0.22,72,13,"7.8",5,"Snowblind Studios","T",3988
"7143","Conflict: Vietnam","XB","2004","Shooter","SCi",0.17,0.05,0,0.01,0.22,60,40,"7.3",9,"Pivotal Games","M",3989
"7145","Whirl Tour","PS2","2002","Sports","Crave Entertainment",0.11,0.09,0,0.03,0.22,58,9,"7",5,"Papaya Studios","E",3990
"7149","NBA Street: Showdown","PSP","2005","Sports","Electronic Arts",0.2,0,0,0.02,0.22,75,25,"8.5",15,"EA Canada","E",3991
"7151","pro evolution soccer 2011","Wii","2010","Sports","Konami Digital Entertainment",0.07,0.1,0.03,0.02,0.22,78,9,"5.4",7,"Konami","E",3992
"7152","Skies of Arcadia Legends","GC","2002","Role-Playing","Atari",0.17,0.04,0,0.01,0.22,84,31,"9.2",95,"Overworks","T",3993
"7155","Breath of Fire","GBA","2001","Role-Playing","Ubisoft",0.11,0.04,0.06,0,0.22,79,17,"8.8",9,"Capcom","E",3994
"7157","Risen 2: Dark Waters","PC","2012","Role-Playing","Deep Silver",0,0.19,0,0.03,0.22,69,51,"5.6",751,"Piranha Bytes","M",3995
"7162","NCAA Football 2005","GC","2004","Sports","Electronic Arts",0.17,0.04,0,0.01,0.22,88,18,"9",5,"EA Sports","E",3996
"7163","Hamtaro: Ham-Ham Games","GBA","2004","Sports","Nintendo",0.16,0.06,0,0,0.22,77,20,"7.8",6,"Alphadream Corporation","E",3997
"7166","Soul Sacrifice Delta","PSV","2014","Action","Sony Computer Entertainment",0,0.08,0.12,0.02,0.22,82,24,"8.4",125,"SCE Japan Studio","M",3998
"7168","NASCAR 2011: The Game","Wii","2011","Racing","Activision",0.21,0,0,0.01,0.22,42,5,"3.1",9,"Eutechnyx","E",3999
"7171","Spider-Man: Edge of Time","PS3","2011","Action","Activision",0.13,0.07,0,0.03,0.22,58,43,"7.2",29,"Beenox","T",4000
"7173","Ride","PS4","2015","Racing","Milestone S.r.l.",0.04,0.13,0.03,0.03,0.22,66,30,"7",47,"Milestone S.r.l","E",4001
"7175","Spirit Camera: The Cursed Memoir","3DS","2012","Adventure","Nintendo",0.13,0.02,0.06,0.01,0.22,54,35,"6.1",28,"Tecmo Koei Games","T",4002
"7177","Galactic Wrestling: Featuring Ultimate Muscle","PS2","2004","Fighting","Namco Bandai Games",0.03,0.02,0.17,0.01,0.22,61,12,"8",5,"Aki Corp.","T",4003
"7178","FaceBreaker K.O. Party","Wii","2008","Fighting","Electronic Arts",0.19,0.01,0,0.02,0.22,61,15,"5.6",7,"EA Canada","T",4004
"7179","Dino Stalker","PS2","2002","Shooter","Capcom",0.07,0.06,0.08,0.02,0.22,50,18,"6.3",8,"Capcom","M",4005
"7184","Mega Man Zero 3","GBA","2004","Platform","Capcom",0.16,0.06,0,0,0.22,77,21,"9",22,"Inti","E",4006
"7185","Super Swing Golf","Wii","2006","Sports","Nintendo",0.14,0.01,0.07,0.01,0.22,72,44,"7.8",15,"Tecmo, Ntreev Soft","E10+",4007
"7186","G-Force","PS3","2009","Action","Disney Interactive Studios",0.13,0.06,0,0.03,0.22,68,22,"7.6",7,"Eurocom Entertainment Software","E10+",4008
"7187","Luminous Arc 2","DS","2008","Role-Playing","Rising Star Games",0.2,0,0,0.02,0.22,73,19,"7.7",14,"Image Epoch, Imageepoch","T",4009
"7189","Shinobi","3DS","2011","Platform","Sega",0.14,0.07,0,0.02,0.22,69,33,"7.3",33,"Griptonite Games","T",4010
"7191","Tony Hawk's Downhill Jam","DS","2006","Sports","Activision",0.2,0,0,0.02,0.22,76,34,"7",7,"Vicarious Visions","E",4011
"7192","Risen 2: Dark Waters","PS3","2012","Role-Playing","Deep Silver",0.04,0.13,0.01,0.04,0.22,47,13,"5.2",37,"Piranha Bytes","M",4012
"7193","Age of Empires: The Age of Kings","DS","2006","Strategy","THQ",0.18,0.02,0,0.02,0.22,80,38,"7.9",59,"Backbone Entertainment","E10+",4013
"7196","MotoGP 09/10","PS3","2010","Racing","Capcom",0.05,0.13,0,0.04,0.22,70,42,"5.4",28,"Monumental Games","E",4014
"7197","The Lord of the Rings: The Third Age","GBA","2004","Role-Playing","Electronic Arts",0.16,0.06,0,0,0.22,67,7,"8.5",12,"Griptonite Games","T",4015
"7198","Dinosaur King","DS","2007","Strategy","Sega",0.2,0,0,0.02,0.22,61,13,"8",9,"Climax Entertainment","E",4016
"7199","The Suffering","XB","2004","Action","Midway Games",0.16,0.05,0,0.01,0.22,77,44,"8.8",23,"Surreal Software","M",4017
"7201","Tetris Worlds","GC","2002","Puzzle","THQ",0.17,0.04,0,0.01,0.22,47,10,"5.6",8,"Radical Entertainment","E",4018
"7207","The Sims 4: Get Together","PC","2015","Simulation","Electronic Arts",0.05,0.15,0,0.02,0.22,72,16,"7.3",117,"Maxis","T",4019
"7209","Viewtiful Joe 2","GC","2004","Action","Capcom",0.17,0.04,0,0.01,0.22,86,39,"8.3",19,"Clover Studio","T",4020
"7212","LEGO Harry Potter: Years 5-7","PC","N/A","Action","Warner Bros. Interactive Entertainment",0.05,0.14,0,0.03,0.22,80,5,"8.5",44,"Traveller's Tales","E10+",4021
"7213","Child of Eden","PS3","2011","Shooter","Ubisoft",0.09,0.1,0,0.04,0.22,81,21,"7.8",25,"Q Entertainment","E10+",4022
"7218","Touch the Dead","DS","2007","Shooter","Eidos Interactive",0.2,0,0,0.02,0.22,56,31,"5.6",5,"Secret Stash Games","M",4023
"7220","Nickelodeon Party Blast","XB","2002","Misc","Infogrames",0.16,0.05,0,0.01,0.22,19,4,"4.3",7,"Data Design Interactive","E",4024
"7221","Jackass the Game","PSP","2007","Action","Empire Interactive",0.09,0.08,0,0.05,0.22,58,21,"7",12,"Sidhe Interactive","M",4025
"7222","Ragnarok DS","DS","2008","Role-Playing","GungHo",0.1,0,0.11,0.01,0.22,53,19,"5.8",17,"GungHo","E10+",4026
"7225","Shellshock: Nam '67","XB","2004","Shooter","Eidos Interactive",0.16,0.05,0,0.01,0.22,58,37,"7",14,"Guerrilla","M",4027
"7229","Magna Carta: Tears of Blood","PS2","2004","Role-Playing","505 Games",0.11,0.08,0,0.03,0.22,66,34,"7",22,"SoftMax","T",4028
"7230","All-Star Baseball 2002","GC","2001","Sports","Acclaim Entertainment",0.17,0.04,0,0.01,0.22,66,17,"5.6",9,"Acclaim","E",4029
"7232","Capcom vs. SNK","DC","2000","Fighting","Virgin Interactive",0,0,0.22,0,0.22,80,17,"9",24,"Capcom","T",4030
"7233","Pinball Hall of Fame: The Williams Collection","PS3","2009","Misc","Crave Entertainment",0.2,0,0,0.02,0.22,82,16,"7.9",8,"Farsight Studios","E10+",4031
"7234","Aliens vs Predator: Requiem","PSP","2007","Action","Vivendi Games",0.03,0.12,0,0.07,0.22,49,34,"5.6",19,"Rebellion","T",4032
"7235","Dishonored 2","XOne","2016","Action","Bethesda Softworks",0.12,0.08,0,0.02,0.22,88,22,"6.8",156,"Arkane Studios","M",4033
"7236","Asphalt: Injection","PSV","2011","Action","Ubisoft",0.13,0.06,0,0.03,0.22,49,33,"4.8",28,"Ubisoft","E10+",4034
"7238","From Russia With Love","GC","2005","Action","Electronic Arts",0.17,0.04,0,0.01,0.22,70,20,"8.5",13,"Electronic Arts","T",4035
"7240","Guitar Hero: Smash Hits","PS2","2009","Misc","Activision",0.11,0.01,0,0.1,0.22,69,6,"8.3",6,"Beenox","T",4036
"7241","NBA Live 09 All-Play","Wii","2008","Sports","Electronic Arts",0.19,0.01,0,0.02,0.22,51,11,"5.9",14,"EA Sports","E",4037
"7242","NFL Quarterback Club 2002","PS2","2001","Sports","Acclaim Entertainment",0.11,0.08,0,0.03,0.22,67,12,"7.8",6,"Acclaim","E",4038
"7243","NCAA Basketball 09","X360","2008","Sports","Electronic Arts",0.2,0,0,0.02,0.22,70,23,"5.6",8,"EA Canada","E",4039
"7245","Shin Megami Tensei: Persona","PSP","2009","Role-Playing","Atlus",0.08,0,0.13,0.01,0.22,78,30,"8",47,"ITL","T",4040
"7247","Lords of the Fallen","XOne","2014","Role-Playing","Square Enix",0.1,0.1,0,0.02,0.22,71,13,"6.7",166,"City Interactive, Deck 13","M",4041
"7248","LEGO The Lord of the Rings","PC","2012","Action","Warner Bros. Interactive Entertainment",0.07,0.13,0,0.03,0.22,80,6,"8.2",127,"TT Games","E10+",4042
"7250","Growlanser: Heritage of War","PS2","2006","Role-Playing","Rising Star Games",0.11,0.08,0,0.03,0.22,60,7,"7.9",9,"Career Soft","T",4043
"7251","Ben 10 Alien Force: Vilgax Attacks","X360","2009","Action","D3Publisher",0.11,0.09,0,0.02,0.22,61,9,"8.3",4,"Papaya Studios","E10+",4044
"7253","Rugby 2004","PS2","2003","Sports","Electronic Arts",0.11,0.08,0,0.03,0.22,61,13,"6.8",65,"HB Studios Multimedia","E",4045
"7256","Senran Kagura 2: Deep Crimson ","3DS","2014","Action","Marvelous Entertainment",0.1,0.02,0.08,0.01,0.22,58,28,"6.8",56,"Tamsoft","M",4046
"7257","NBA 06","PSP","2005","Sports","Sony Computer Entertainment",0.2,0,0,0.02,0.22,72,19,"5.4",8,"SCEA Sports Studio","E",4047
